1961-01-01,5.7
1961-01-02,6.4
1961-01-03,5.5
1961-01-04,2.4
1961-01-05,-0.1
1961-01-06,-0.6
1961-01-07,-1.7
1961-01-08,0.9
1961-01-09,-2.2
1961-01-10,-4.4
1961-01-11,-3.8
1961-01-12,1.7
1961-01-13,5.9
1961-01-14,6.9
1961-01-15,5.7
1961-01-16,2.6
1961-01-17,2.8
1961-01-18,0.6
1961-01-19,-0.4
1961-01-20,-0.2
1961-01-21,-2.0
1961-01-22,-1.8
1961-01-23,-2.8
1961-01-24,-2.5
1961-01-25,-2.8
1961-01-26,-2.1
1961-01-27,2.3
1961-01-28,5.7
1961-01-29,2.9
1961-01-30,3.0
1961-01-31,2.7
1961-02-01,3.8
1961-02-02,0.5
1961-02-03,0.0
1961-02-04,-0.3
1961-02-05,0.9
1961-02-06,4.0
1961-02-07,3.5
1961-02-08,4.0
1961-02-09,4.4
1961-02-10,4.6
1961-02-11,5.1
1961-02-12,2.2
1961-02-13,6.0
1961-02-14,7.0
1961-02-15,5.0
1961-02-16,6.5
1961-02-17,6.8
1961-02-18,5.2
1961-02-19,7.0
1961-02-20,6.9
1961-02-21,6.2
1961-02-22,3.4
1961-02-23,3.0
1961-02-24,0.3
1961-02-25,6.8
1961-02-26,6.5
1961-02-27,5.4
1961-02-28,4.2
1961-03-01,4.3
1961-03-02,6.2
1961-03-03,5.2
1961-03-04,6.9
1961-03-05,5.8
1961-03-06,7.2
1961-03-07,7.7
1961-03-08,7.2
1961-03-09,9.7
1961-03-10,6.0
1961-03-11,6.1
1961-03-12,5.7
1961-03-13,3.4
1961-03-14,7.5
1961-03-15,4.9
1961-03-16,7.9
1961-03-17,7.4
1961-03-18,4.5
1961-03-19,2.2
1961-03-20,1.9
1961-03-21,2.6
1961-03-22,N/A
1961-03-23,7.0
1961-03-24,3.9
1961-03-25,5.9
1961-03-26,4.3
1961-03-27,0.2
1961-03-28,0.7
1961-03-29,2.5
1961-03-30,0.1
1961-03-31,-1.2
1961-04-01,0.4
1961-04-02,-0.6
1961-04-03,0.1
1961-04-04,0.5
1961-04-05,1.7
1961-04-06,2.0
1961-04-07,4.3
1961-04-08,1.7
1961-04-09,N/A
1961-04-10,N/A
1961-04-11,3.7
1961-04-12,6.2
1961-04-13,6.7
1961-04-14,8.4
1961-04-15,7.3
1961-04-16,N/A
1961-04-17,6.9
1961-04-18,6.2
1961-04-19,6.6
1961-04-20,8.9
1961-04-21,11.3
1961-04-22,11.1
1961-04-23,15.4
1961-04-24,12.3
1961-04-25,9.1
1961-04-26,12.6
1961-04-27,N/A
1961-04-28,N/A
1961-04-29,10.3
1961-04-30,10.8
1961-05-01,11.6
1961-05-02,13.3
1961-05-03,11.1
1961-05-04,11.4
1961-05-05,13.7
1961-05-06,9.0
1961-05-07,9.5
1961-05-08,9.9
1961-05-09,10.1
1961-05-10,9.2
1961-05-11,8.0
1961-05-12,8.4
1961-05-13,7.7
1961-05-14,10.5
1961-05-15,11.7
1961-05-16,12.6
1961-05-17,12.1
1961-05-18,10.5
1961-05-19,N/A
1961-05-20,10.9
1961-05-21,9.7
1961-05-22,9.5
1961-05-23,9.2
1961-05-24,8.8
1961-05-25,7.6
1961-05-26,6.5
1961-05-27,8.8
1961-05-28,9.9
1961-05-29,9.4
1961-05-30,9.6
1961-05-31,15.9
1961-06-01,16.3
1961-06-02,10.5
1961-06-03,12.8
1961-06-04,13.8
1961-06-05,15.4
1961-06-06,16.3
1961-06-07,13.1
1961-06-08,13.3
1961-06-09,12.7
1961-06-10,9.5
1961-06-11,11.2
1961-06-12,12.1
1961-06-13,15.5
1961-06-14,16.1
1961-06-15,13.2
1961-06-16,14.5
1961-06-17,12.5
1961-06-18,10.8
1961-06-19,9.3
1961-06-20,10.2
1961-06-21,10.0
1961-06-22,10.7
1961-06-23,9.9
1961-06-24,10.8
1961-06-25,10.8
1961-06-26,11.5
1961-06-27,11.7
1961-06-28,10.1
1961-06-29,11.8
1961-06-30,15.8
1961-07-01,17.3
1961-07-02,12.1
1961-07-03,11.3
1961-07-04,11.0
1961-07-05,N/A
1961-07-06,11.0
1961-07-07,N/A
1961-07-08,12.2
1961-07-09,11.9
1961-07-10,12.4
1961-07-11,11.4
1961-07-12,N/A
1961-07-13,N/A
1961-07-14,18.0
1961-07-15,18.0
1961-07-16,16.8
1961-07-17,17.4
1961-07-18,16.5
1961-07-19,17.5
1961-07-20,17.8
1961-07-21,15.0
1961-07-22,13.2
1961-07-23,12.3
1961-07-24,11.0
1961-07-25,11.7
1961-07-26,13.0
1961-07-27,13.2
1961-07-28,14.0
1961-07-29,14.1
1961-07-30,13.5
1961-07-31,13.6
1961-08-01,13.5
1961-08-02,13.6
1961-08-03,11.4
1961-08-04,12.2
1961-08-05,12.7
1961-08-06,12.6
1961-08-07,12.6
1961-08-08,13.9
1961-08-09,15.2
1961-08-10,12.5
1961-08-11,12.5
1961-08-12,12.4
1961-08-13,N/A
1961-08-14,12.3
1961-08-15,13.4
1961-08-16,14.7
1961-08-17,15.1
1961-08-18,15.4
1961-08-19,16.2
1961-08-20,12.9
1961-08-21,12.9
1961-08-22,14.6
1961-08-23,12.7
1961-08-24,11.6
1961-08-25,11.5
1961-08-26,15.4
1961-08-27,13.8
1961-08-28,13.5
1961-08-29,18.5
1961-08-30,16.2
1961-08-31,13.8
1961-09-01,14.5
1961-09-02,14.6
1961-09-03,12.5
1961-09-04,12.3
1961-09-05,13.4
1961-09-06,13.9
1961-09-07,17.5
1961-09-08,13.0
1961-09-09,12.0
1961-09-10,12.3
1961-09-11,13.3
1961-09-12,11.6
1961-09-13,12.9
1961-09-14,13.3
1961-09-15,13.0
1961-09-16,16.2
1961-09-17,13.9
1961-09-18,11.8
1961-09-19,14.2
1961-09-20,15.3
1961-09-21,13.2
1961-09-22,16.1
1961-09-23,14.8
1961-09-24,13.2
1961-09-25,10.9
1961-09-26,12.2
1961-09-27,13.7
1961-09-28,13.8
1961-09-29,12.8
1961-09-30,15.6
1961-10-01,15.9
1961-10-02,13.8
1961-10-03,12.7
1961-10-04,14.3
1961-10-05,13.5
1961-10-06,17.7
1961-10-07,18.0
1961-10-08,16.3
1961-10-09,11.7
1961-10-10,14.1
1961-10-11,12.2
1961-10-12,9.9
1961-10-13,10.7
1961-10-14,11.8
1961-10-15,11.5
1961-10-16,8.9
1961-10-17,6.5
1961-10-18,9.5
1961-10-19,11.1
1961-10-20,12.9
1961-10-21,12.3
1961-10-22,11.5
1961-10-23,13.0
1961-10-24,11.2
1961-10-25,8.5
1961-10-26,8.3
1961-10-27,11.0
1961-10-28,8.4
1961-10-29,8.2
1961-10-30,6.6
1961-10-31,6.2
1961-11-01,6.8
1961-11-02,9.5
1961-11-03,5.8
1961-11-04,2.9
1961-11-05,4.1
1961-11-06,8.4
1961-11-07,9.2
1961-11-08,9.7
1961-11-09,12.1
1961-11-10,7.8
1961-11-11,9.2
1961-11-12,9.1
1961-11-13,5.0
1961-11-14,4.3
1961-11-15,7.0
1961-11-16,6.1
1961-11-17,4.2
1961-11-18,5.3
1961-11-19,5.3
1961-11-20,7.5
1961-11-21,7.8
1961-11-22,8.2
1961-11-23,8.9
1961-11-24,6.6
1961-11-25,2.7
1961-11-26,2.7
1961-11-27,3.3
1961-11-28,2.7
1961-11-29,3.0
1961-11-30,3.2
1961-12-01,2.5
1961-12-02,N/A
1961-12-03,0.3
1961-12-04,0.3
1961-12-05,2.7
1961-12-06,2.1
1961-12-07,-0.2
1961-12-08,-0.5
1961-12-09,4.0
1961-12-10,3.0
1961-12-11,N/A
1961-12-12,N/A
1961-12-13,3.7
1961-12-14,2.9
1961-12-15,3.6
1961-12-16,3.8
1961-12-17,4.9
1961-12-18,5.4
1961-12-19,6.2
1961-12-20,5.6
1961-12-21,N/A
1961-12-22,-0.8
1961-12-23,-1.4
1961-12-24,2.0
1961-12-25,-1.0
1961-12-26,-3.1
1961-12-27,N/A
1961-12-28,-1.1
1961-12-29,-1.6
1961-12-30,-1.9
1961-12-31,-0.5
